,ZCR_mean,Loudness,Beat_loudness,ZCR_std,spectral_centroid,Pitch_centroid,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12
Alwadauo ertahalu,0.147313546101006,-19.712727,0.10747153,0.07259682135815,2794.75908873794,1036.0302,-106.275199890137,67.4741134643555,-6.85192251205444,46.6771240234375,-11.5801820755005,32.9260406494141,-6.23854446411133,17.6410579681396,-1.30192410945892,14.2052412033081,-7.36276960372925,13.6374864578247,-11.6317863464355,33.4137001037598,20.3957099914551,14.6591768264771,11.6928949356079,13.2501802444458,10.0479602813721,10.1793031692505,8.03193473815918,8.78306484222412,8.16996288299561,9.14596748352051,8.09848499298096,7.45365571975708
Galbak leh tabaddal,0.089721301760836,-28.927698,0.038139533,0.025827424033387,2105.72164828476,747.6539,-220.824737548828,103.248756408691,-1.35525238513947,21.3174438476562,-5.42817258834839,2.33968758583069,2.34290957450867,-3.63487815856934,-2.08241009712219,-0.540218770503998,-16.5699043273926,4.01123952865601,-3.99368453025818,36.1751098632813,17.7530937194824,15.1104946136475,13.4168262481689,10.9721260070801,10.1056003570557,9.05467700958252,8.14053153991699,9.81526947021484,8.19089794158936,8.61747074127197,7.98191261291504,8.9363956451416
Gana al babay,0.184226399235681,-14.786048,0.19644149,0.069668001323159,3049.00552354487,1437.1411,-32.0196914672852,57.4526100158691,-10.036096572876,30.3842086791992,-13.3762216567993,13.6234092712402,-0.120831280946732,-8.40159034729004,-10.2326393127441,-0.190162405371666,-12.7561254501343,2.17365789413452,-5.64150381088257,43.9801254272461,25.4547023773193,18.0419788360596,15.9752359390259,11.65380859375,9.66497135162354,8.92484760284424,11.4105291366577,9.40393924713135,9.78691577911377,9.13944339752197,7.14464569091797,7.70640182495117
Tubta minnak,0.082709250435372,-23.608585,0.075078204,0.029681582093238,2038.62779440178,739.58496,-176.066665649414,101.579635620117,-4.59651803970337,36.4237022399902,-5.65081071853638,23.6355094909668,-10.804310798645,17.3060817718506,-10.4095821380615,1.19108355045319,-8.47520351409912,4.14084911346436,-2.75174832344055,46.9220275878906,19.1587238311768,15.7098903656006,13.8931980133057,12.8248128890991,10.0226907730103,10.5527992248535,9.93791770935059,9.691969871521,8.96989154815674,8.13655185699463,8.01320934295654,7.0943603515625
Ana laihom bagool kalam,0.106766928091138,-13.078639,0.23558265,0.040823242124211,2229.09782348618,900.0974,-30.3844699859619,97.1439514160156,-9.98757839202881,20.63210105896,7.98562574386597,4.17449235916138,-5.58231258392334,2.10702919960022,-7.18426704406738,5.18436336517334,-9.82820701599121,0.280512660741806,-6.55274343490601,38.1229057312012,21.0476245880127,24.0557193756104,15.7412605285645,10.1256494522095,11.5193109512329,9.08036613464356,10.0934629440308,7.61887073516846,9.2307825088501,7.69569158554077,7.56156158447266,7.26034069061279
Sit addar,0.088988501959172,-15.505097,0.2149209,0.068453647572919,2036.25284406138,802.05206,-125.347885131836,80.5038757324219,-31.4022235870361,5.4805178642273,-14.7541570663452,-0.244765907526016,-14.4823398590088,-10.7676630020142,-31.3881187438965,-18.8341484069824,-24.7380447387695,-17.9266738891602,-12.3559732437134,74.5012054443359,32.8563003540039,20.8199310302734,15.1534271240234,15.7753248214722,13.6923971176147,14.2770137786865,10.2396306991577,11.9554433822632,18.8104057312012,12.5061082839966,8.51790809631348,8.23886489868164
Benreed al letam,0.068761111043924,-21.73793,0.11582355,0.041003989531851,1612.70088993301,789.4259,-177.119552612305,127.526954650879,-17.8419055938721,7.50231742858887,4.6501317024231,-3.5552453994751,-2.25706577301025,2.79912185668945,-9.96635723114014,0.528542339801788,-9.03262901306152,2.9298529624939,-3.21229910850525,95.0411071777344,17.3886890411377,31.9221973419189,16.8759937286377,12.4287300109863,17.8540649414062,12.7055473327637,9.51049423217773,10.5460500717163,11.1482458114624,9.78142547607422,8.00076961517334,8.06108570098877
Zalimni Shoftak,0.091575409974845,-16.861126,0.17726703,0.091756098324341,3046.05157229983,311.82556,-185.749694824219,38.0290107727051,62.4679260253906,43.6856384277344,37.190746307373,26.284875869751,10.2447528839111,19.858470916748,-1.51959955692291,12.1510629653931,-0.671410322189331,12.1441535949707,0.350990921258926,45.0166206359863,20.0681705474854,16.7039585113525,13.4438524246216,13.102011680603,9.2921781539917,9.53146362304688,8.81720352172852,8.34323692321777,7.12652158737183,8.64050006866455,7.887131690979,8.14499092102051
Sudani algwa wijdani,0.082251581245163,-15.618294,0.17357269,0.052859610337001,2321.39708799898,589.03815,-103.945999145508,87.6946563720703,24.4330444335937,31.3453884124756,0.90660148859024,14.2802839279175,1.8177387714386,-0.767508685588837,0.091097287833691,7.38905429840088,-5.33384990692139,0.482774943113327,-4.53292798995972,32.314037322998,24.9148082733154,17.6753425598145,24.7708549499512,16.2661781311035,12.7961435317993,12.6927614212036,16.3530406951904,11.2001991271973,11.5549926757813,12.2673177719116,11.0207366943359,10.694128036499
Noor aleyon,0.096962376644737,-9.496943,0.34777343,0.045901322009744,2227.20809573267,873.51294,0.703425049781799,92.0135192871094,-5.74431324005127,37.1980934143066,-8.15401840209961,12.8660430908203,-5.86710596084595,-2.31623315811157,-8.87529563903809,1.6009795665741,-6.98119592666626,5.17851686477661,-4.22712087631226,51.6191787719727,24.3045463562012,15.3593893051147,13.3913850784302,14.0177764892578,7.99420499801636,8.8712215423584,9.50550365447998,9.11837196350098,8.49626350402832,8.66116714477539,8.7200403213501,7.46959018707275
Alsa’a 10 wa nos,0.096113931283862,-20.330912,0.11181889,0.077604726814129,2312.0651104037,652.4045,-157.379165649414,94.802001953125,15.2292385101318,23.8576850891113,1.25655925273895,10.8953428268433,0.619614243507385,0.904737532138824,-9.64488792419434,2.53751158714294,-6.61002349853516,3.39933705329895,-0.926581501960754,60.8362579345703,33.4675788879395,26.5319995880127,16.2012748718262,16.5105590820313,10.3398761749268,10.6359968185425,8.54402828216553,9.92886829376221,10.7942752838135,8.069993019104,8.88043689727783,7.00378704071045
Wed El Balad,0.086558433509095,-15.667657,0.19596758,0.050645581414652,1877.69685105682,861.2429,-93.6833267211914,108.978233337402,-22.5443706512451,23.459400177002,-7.90649652481079,14.1739912033081,-1.09380710124969,-5.74659776687622,-12.0468692779541,5.2544960975647,-13.0229768753052,-7.77574872970581,-5.62035274505615,62.7014007568359,26.0479679107666,24.9983005523682,19.9335632324219,14.3132448196411,12.156177520752,12.1919002532959,10.2829675674438,11.3872404098511,9.92877006530762,8.82142448425293,8.86838626861572,7.76523208618164
Helewa ya bassama,0.101546249153444,-24.88633,0.065794595,0.038938408068299,2415.11078940295,837.98004,-180.671905517578,78.3936080932617,-2.72983503341675,22.7423286437988,-7.00847482681274,12.514946937561,-3.29872679710388,1.43579363822937,-4.63920640945435,-1.08742308616638,-13.4164991378784,-3.99391317367554,-5.49265480041504,68.994743347168,27.0198650360107,16.048152923584,15.3015031814575,9.86662864685059,11.1535339355469,7.42227268218994,10.025279045105,7.67927598953247,7.55424451828003,8.00401878356934,8.35750389099121,12.8884267807007
Basbara,0.094575391834365,-18.048143,0.1396739,0.028628032842635,2025.07296797878,902.4492,-133.640533447266,87.4864654541016,-41.6702308654785,1.29885911941528,-20.9242820739746,-10.495677947998,-24.9641571044922,-28.4270534515381,-13.5092906951904,-6.94124126434326,-9.57371997833252,-14.7810230255127,-15.3207492828369,53.8675384521484,27.3525409698486,19.8107109069824,14.3294734954834,15.6149396896362,12.3023996353149,12.5654315948486,10.8416709899902,9.56895732879639,12.3242425918579,11.0925903320313,9.7642993927002,8.42313003540039
Katlani meeli meeli,0.048359495936533,-8.633978,0.37524214,0.022900099672485,1699.16023082271,660.3737,-43.3378601074219,118.583152770996,-10.2706642150879,27.1891479492187,2.46460795402527,11.0021886825562,3.81277132034302,10.1202669143677,0.750209271907806,7.32466840744019,-1.70682871341705,4.99185037612915,0.104526355862618,56.4825668334961,33.3903388977051,20.7068099975586,13.2415418624878,10.9870929718018,7.62670755386353,9.73529243469238,6.97882652282715,6.27105093002319,8.12233257293701,6.92054653167725,7.93046569824219,7.25032758712769
Azzinik erifti,0.13027585623065,-25.216413,0.06272701,0.048366857668784,2484.58278267964,1137.3542,-175.504379272461,82.8022537231445,-1.84611749649048,37.8841896057129,11.1826019287109,7.17996406555176,2.01798748970032,11.107967376709,-6.95471286773682,0.400115221738815,-4.57319593429565,7.21670293807983,4.35318470001221,51.6499290466309,23.5996799468994,20.9498825073242,15.2075834274292,13.7172231674194,8.47616100311279,9.06086730957031,8.89480304718018,8.89506912231445,7.37044525146484,8.25391101837158,8.98288154602051,8.92648792266846
Hodana,0.074863492888932,-21.843653,0.10783356,0.034972283541864,1832.99039124138,843.0954,-177.336761474609,106.846214294434,-16.1823616027832,14.9955205917358,5.94066619873047,16.0444107055664,2.12805891036987,0.569596767425537,-3.6172034740448,-2.57590174674988,-4.23912763595581,-2.32920122146606,-6.67120885848999,96.8597183227539,30.5253467559814,23.7139739990234,14.5453491210937,16.7733154296875,11.4795265197754,10.8514032363892,8.61845588684082,9.52118682861328,9.53555107116699,9.22446918487549,8.86908626556397,9.8223352432251
Yomma,0.112534466911765,-19.223557,0.12107816,0.06204448538486,2287.48856733529,950.4524,-140.080352783203,84.0867691040039,-3.22923636436462,58.7879638671875,-6.06496334075928,26.7782745361328,-0.694049835205078,9.14462661743164,-0.877950549125671,2.24620270729065,-0.207026898860931,4.51910352706909,1.40725696086884,72.4982223510742,29.6714210510254,19.5118713378906,15.8198232650757,12.7581615447998,10.5903930664063,14.8066101074219,13.3633985519409,10.7905960083008,10.823844909668,12.6644163131714,9.19380950927734,10.240029335022
Enai ma tabki ,0.145941672310372,-18.869654,0.13588358,0.096274857264845,3752.68831582178,328.68,-165.827865600586,36.2900123596191,65.0514831542969,35.9343032836914,31.5550746917725,24.2740612030029,1.54260456562042,14.8464374542236,-6.16938018798828,13.864725112915,-1.80123555660248,9.11510467529297,-0.98213917016983,58.1998977661133,21.5245399475098,18.4296379089355,14.4422645568848,14.7963523864746,10.9320030212402,11.8798151016235,10.3739233016968,9.21642112731934,7.94975471496582,10.5145082473755,7.34748077392578,6.74447584152222
Damet al ashwag,0.091004740712074,-13.046597,0.23363242,0.041933994103078,1971.75688969911,879.6279,-50.529109954834,102.335006713867,-15.9455423355103,36.1107559204102,-0.873945474624634,9.25642204284668,-1.16668140888214,3.86233878135681,-0.487760663032532,3.6330578327179,-7.5887598991394,-3.36682891845703,-8.45217609405518,51.0700149536133,25.4752140045166,16.2560482025146,14.3489837646484,10.3352870941162,9.66368865966797,10.0005722045898,10.7285795211792,9.25334644317627,10.5612001419067,8.78466415405273,7.51778030395508,9.2930269241333
Dunyatna algameela,0.122472048543924,-20.29206,0.1045214,0.032742551558083,2085.01293272761,1144.9268,-109.727363586426,100.930229187012,-36.3659553527832,38.0384254455566,-17.775218963623,14.8769807815552,-18.2212162017822,-8.97578048706055,-13.3462352752686,-2.32960724830627,-14.3902292251587,2.35890340805054,-8.31418037414551,43.1553268432617,16.2149066925049,12.3844194412231,9.831618309021,8.38270664215088,8.47726726531982,7.43850326538086,7.19708299636841,7.20276689529419,7.49028396606445,6.49088430404663,7.3645658493042,6.85830116271973
Ghazalia,0.137010131458011,-11.76933,0.2693883,0.039578436993967,2438.79934781004,1299.4158,-1.75520801544189,89.5535049438477,-31.6773948669434,46.174934387207,-14.0499591827393,13.3995800018311,-18.0820541381836,5.17892026901245,-16.4584522247314,15.5975713729858,-15.8040933609009,8.80151176452637,-11.2380790710449,33.5174789428711,15.1348056793213,14.494029045105,12.0015048980713,10.2668437957764,13.4947738647461,8.66947460174561,8.2811393737793,8.20303630828857,9.15213394165039,8.07071590423584,7.85922002792358,7.48709869384766
Ashekh Seyaroh,0.091680095660797,-22.783607,0.07913534,0.03487910605897,1916.79753871672,870.16254,-159.702362060547,108.374954223633,-13.4576387405396,28.6637897491455,8.29561996459961,8.65066432952881,-0.32806983590126,4.30446815490723,-4.92816400527954,1.68120503425598,-6.46306276321411,-2.68570399284363,-4.65997266769409,51.5990715026855,23.2236366271973,17.3891315460205,13.3984804153442,10.4276695251465,9.8324146270752,8.1468505859375,8.42020320892334,10.92857837677,9.60850620269775,9.48017597198486,8.67077159881592,8.53536224365234
Na-Nu Na-Nu,0.076340430292183,-25.981157,0.088520385,0.03633656875001,1566.07308837112,844.4701,-207.03239440918,129.800964355469,-30.1076736450195,25.1747283935547,-1.85554563999176,4.34615325927734,-4.71487092971802,4.19411277770996,1.49871468544006,0.721647679805756,-5.04831695556641,2.37695145606995,-4.91518926620483,99.7147369384766,23.6576824188232,17.2766227722168,15.2881803512573,11.6874170303345,10.3190298080444,7.95666599273682,7.03129243850708,7.61471939086914,9.38356399536133,7.67420625686646,6.61298322677612,6.5759129524231
Ya izzana,0.084958669940016,-21.770048,0.09003213,0.038093001098963,1728.90343364206,917.9787,-151.942779541016,119.801498413086,-21.3655281066895,31.5445899963379,-2.72826242446899,5.60999345779419,-5.44400882720947,5.14436340332031,0.853780448436737,4.07541513442993,-4.96828365325928,3.94316935539246,-0.867657423019409,58.1234931945801,24.6309032440186,11.6941738128662,9.38021564483643,8.52272701263428,9.17670345306397,7.28473567962647,7.54418325424194,6.60059928894043,7.40042161941528,6.70553684234619,7.45761775970459,6.65230417251587
Alhelyewoon,0.093571996541215,-17.286303,0.14812559,0.043034946325599,2039.50609564798,889.2612,-95.4090957641602,105.804145812988,-10.336742401123,32.1212158203125,4.0644154548645,6.96091318130493,5.28194904327393,-5.8555850982666,-0.20538991689682,4.46345138549805,-6.52013206481934,2.34521436691284,-7.90685081481934,57.0920143127441,25.3061122894287,22.0351219177246,19.3437614440918,13.3611850738525,13.4693899154663,13.8998003005981,11.5077686309814,10.6264324188232,9.57793712615967,8.50843906402588,7.89300918579102,10.5240259170532
Hasdeeni bigsu alai,0.164547001983359,-20.165974,0.12646315,0.058947849096267,3021.98256881498,1345.4055,-95.0575561523437,57.7690467834473,-8.76024341583252,25.5224666595459,3.07606267929077,0.044123694300652,-0.566558957099915,1.59283053874969,-3.88471126556396,1.46376705169678,-2.62504363059998,0.308644682168961,-8.50558280944824,73.6572341918945,21.4844245910645,21.4525680541992,15.9201259613037,12.7648105621338,13.4041337966919,10.928074836731,11.9146099090576,11.8329753875732,9.0376443862915,8.45382308959961,8.35313987731934,8.28701400756836
Enai ma tabki,0.089728860294118,-22.863695,0.07738979,0.031934170893664,1970.72634259967,901.38,-163.47705078125,104.327072143555,-8.43882846832275,24.8703460693359,6.45110559463501,10.1386251449585,0.663811266422272,3.82665181159973,-1.20530116558075,4.08180236816406,-7.10221195220947,2.88674092292786,-8.29674243927002,45.5502090454102,21.7091751098633,19.2142429351807,12.0520877838135,9.74567604064941,10.8196592330933,10.196159362793,8.23151683807373,7.14879894256592,9.31438255310059,7.08440971374512,7.52902269363403,8.02377319335938
Ghosn alreyad,0.087415949109907,-12.006826,0.3013426,0.035314567604112,2149.77646119996,828.13,-44.2422103881836,87.4130020141602,-14.1618947982788,43.2184715270996,13.0237007141113,5.14561605453491,-7.02855777740479,-6.09183168411255,-16.2486248016357,-9.38350772857666,-7.40821313858032,-3.78253078460693,-3.0000638961792,60.2720489501953,17.9492931365967,17.7099914550781,13.7665662765503,16.2566757202148,9.2248592376709,12.3881177902222,8.50028896331787,7.25561857223511,8.48809909820557,9.17642784118652,8.93722057342529,8.53182315826416
Mehrab alhob,0.083840007014319,-19.811483,0.11960576,0.0268816876889,1465.15722462566,889.56146,-172.308685302734,141.909255981445,-57.0016555786133,29.2597961425781,-2.0343611240387,-5.27591609954834,-11.4072284698486,-11.3856334686279,-18.8301563262939,-8.11929225921631,-5.53312206268311,-13.4407892227173,-9.92746925354004,41.6341781616211,24.6856536865234,19.7631168365479,19.3938159942627,13.7181358337402,12.9862117767334,10.4453678131104,9.50997161865234,11.7937803268433,12.0057621002197,11.8350305557251,8.53262042999268,8.81076717376709
A'Abir sikkah,0.070348403033088,-21.292736,0.09295171,0.022477872149893,1571.71675911458,718.2815,-161.336120605469,126.929321289063,-22.3716144561768,30.9354991912842,-0.920869827270508,3.28988099098206,-7.87215662002564,4.38607168197632,-6.01600646972656,-1.44840598106384,-13.6764421463013,-7.22060251235962,-6.98487997055054,43.2838859558106,18.1064033508301,17.9926795959473,13.6970958709717,12.9670248031616,10.2792778015137,8.79135227203369,7.13454866409302,7.1567645072937,7.14113759994507,7.32276344299316,7.24969339370728,6.71721887588501
Khal Fatma,0.085149900832043,-26.179583,0.055764675,0.034416481898316,2139.41079115952,693.7233,-192.050445556641,95.4996032714844,3.41441369056702,32.4893608093262,-7.81947803497314,6.17005252838135,-5.5336856842041,-5.88896703720093,-6.14715623855591,2.60913801193237,-3.68867111206055,1.46312820911407,-7.30411815643311,58.3275909423828,20.0060729980469,18.8655014038086,15.898341178894,12.9075355529785,11.9332103729248,10.1825847625732,8.67075634002686,8.23884010314941,7.31249666213989,9.14478588104248,7.61712646484375,7.1738862991333
Aamal lak eaih,0.109266535047407,-28.357162,0.04157915,0.029217640235245,2196.56328710608,996.97516,-193.079467773438,96.3994293212891,-17.0112400054932,25.678638458252,-11.9854373931885,4.47362232208252,-1.94944286346436,1.54731738567352,-8.27528476715088,-0.935230433940887,-12.3657283782959,1.3679666519165,-3.02299165725708,42.4327735900879,19.0713424682617,13.4698820114136,11.2637300491333,10.8606100082397,10.2578945159912,9.45228481292725,7.64360094070435,8.61924266815186,10.2218246459961,7.97391843795776,7.41200590133667,7.81159162521362
Ya hilo,0.069836690329915,-22.812532,0.080883,0.026425576058211,1748.02492942868,711.8291,-185.0546875,116.586387634277,0.456551373004913,25.1711196899414,9.84258651733398,10.8680047988892,5.37647771835327,0.789600014686585,-4.7765908241272,-4.59074020385742,-2.07497906684875,2.35063815116882,-3.43176579475403,53.0723419189453,21.2841377258301,20.8445072174072,13.6212329864502,13.1579523086548,9.17790222167969,8.63737869262695,6.4980206489563,7.36649608612061,7.49888372421265,8.94586181640625,8.71332454681397,7.59358739852905
Ghanena lelsittat,0.099832351731811,-24.382917,0.06990199,0.033489824463856,2107.35761815141,847.0002,-165.939910888672,104.457214355469,-14.0467357635498,33.5089797973633,-18.5999889373779,13.7635889053345,-10.2859258651733,4.07379007339478,-4.85831928253174,3.69556641578674,-9.22001361846924,-4.29471445083618,-1.12243866920471,38.7508850097656,19.3191032409668,18.9190788269043,12.0881576538086,12.2430877685547,8.84736633300781,9.75157165527344,8.07828426361084,8.89901161193848,11.9336395263672,9.66105079650879,7.85590028762817,9.24712657928467
Zoroni marra,0.137674526533475,-13.826818,0.22647877,0.057624285452219,2184.90807717718,1069.447,-79.2798690795898,120.108131408691,-37.2423629760742,82.1567611694336,-35.1910057067871,40.1811676025391,-14.2298307418823,2.24999594688416,-0.90562093257904,-4.07201099395752,8.14751243591309,-14.4157705307007,8.19883537292481,50.4920616149902,22.9858436584473,17.8446407318115,21.508768081665,18.4854221343994,17.6606483459473,16.1127071380615,15.2478017807007,13.2451572418213,13.9512166976929,10.9804458618164,13.6294841766357,10.1336469650269
Ya marri end alaseel,0.111419583252709,-30.493624,0.032459237,0.024508846458867,1777.75196034738,1109.4363,-233.795974731445,130.415542602539,-54.0557708740234,28.1312217712402,-17.0749053955078,8.87680149078369,-6.80893325805664,1.88564336299896,-6.22479057312012,4.08795928955078,-14.1461124420166,3.79666590690613,-7.41777992248535,36.1896438598633,17.3213634490967,12.8718671798706,11.7939033508301,9.14058876037598,9.41592788696289,8.70103359222412,8.47425174713135,7.57013130187988,8.1357307434082,7.30638408660889,7.20308017730713,6.96153211593628
Lageeto basim,0.089819562693499,-29.708736,0.03416793,0.027731995389536,1941.22886845304,788.58844,-230.716033935547,106.276245117188,-11.1972455978394,29.4372882843018,-7.88275051116943,10.081090927124,-4.54191589355469,-3.08255314826965,-5.40468788146973,-4.35750532150269,-15.1260766983032,-0.254031151533127,-6.50733613967896,45.9223136901855,18.3754234313965,11.90882396698,11.5188884735107,9.99093246459961,8.22808933258057,8.12093257904053,7.7371883392334,7.09448623657227,8.11082935333252,7.37661838531494,7.05373620986939,8.19998073577881
Ma balumu,0.061483377273607,-11.889751,0.27953106,0.029637309014606,1887.2391713618,572.8112,-60.446159362793,102.975646972656,8.75699806213379,33.0302047729492,1.51422441005707,12.8577632904053,-5.64915180206299,1.95377612113953,-4.90344715118408,1.69429230690002,0.314564794301987,-0.360990673303604,-3.3071916103363,58.7634429931641,23.1353168487549,21.8477783203125,15.9247331619263,14.0438823699951,12.3488540649414,10.0591459274292,8.58792495727539,9.33676052093506,9.27471160888672,12.0674057006836,8.38597202301025,8.15890312194824
Fi hawak ya gameel,0.061865461130999,-24.498735,0.07635053,0.032832615616212,1693.40570608942,625.628,-208.709335327148,105.523376464844,-0.717541396617889,46.438346862793,14.4179534912109,15.3313236236572,-2.06856966018677,8.35959434509277,-6.34113454818726,7.31501865386963,1.5607784986496,4.01381778717041,-3.22041177749634,49.4597816467285,21.2422790527344,17.7699489593506,14.763897895813,13.2466192245483,10.3427171707153,10.6597194671631,8.40044403076172,9.34915351867676,10.0575428009033,10.6357040405273,8.01403141021729,8.36492824554443
Bisharook,0.10967923096459,-14.848037,0.19259414,0.028889297548259,2160.38914956626,1014.2394,-44.2929306030274,98.095344543457,-33.9457664489746,25.399486541748,-17.1153373718262,2.7314338684082,-20.7771472930908,-4.91809368133545,-12.6631116867065,-0.998790085315704,-13.017126083374,-1.33847296237946,-7.11049509048462,28.1978626251221,16.9008102416992,14.3649654388428,10.8810663223267,9.06589508056641,7.81062650680542,8.33929920196533,7.70581865310669,7.95512390136719,8.96422672271729,8.33459663391113,7.73015213012695,7.61207389831543
Zeena,0.109667137311339,-22.709438,0.08632084,0.052483377662925,2010.39089887482,1102.4686,-181.75163269043,98.7025833129883,-21.89182472229,48.2560920715332,9.18125629425049,13.1381063461304,2.41931009292603,-4.9726734161377,-5.66912126541138,2.36258435249329,-11.0699920654297,-1.50614738464355,-1.34296953678131,115.930099487305,38.2526741027832,30.4170913696289,15.6633672714233,24.0529384613037,14.5177745819092,10.745059967041,10.0987176895142,8.51498508453369,9.52837753295898,9.73480319976807,10.0956726074219,8.58389377593994
Ma btagdari,0.08526516846459,-32.042088,0.030303866,0.055995843839113,1838.86740083269,813.7616,-306.121856689453,113.10620880127,-5.2789568901062,32.8277587890625,11.2064304351807,24.3804836273193,-10.2033634185791,19.4886875152588,-20.8311042785645,19.5523319244385,-14.6186428070068,17.0782089233398,-6.83712720870972,41.3092994689941,18.3502254486084,19.0706081390381,17.3029880523682,13.479154586792,11.8636913299561,12.3055591583252,12.7626037597656,11.9510335922241,11.0324201583862,11.1817770004272,10.501371383667,11.2127933502197
Wahid tany,0.043141840412152,-11.364562,0.3224691,0.040473951809713,1421.96108556928,389.8768,-119.658767700195,139.234283447266,31.1616249084473,22.210412979126,15.3374538421631,8.58365917205811,2.94320058822632,7.12709522247314,-10.5170135498047,5.48276519775391,0.566986203193665,3.09393620491028,3.46831035614014,71.5285873413086,44.8632049560547,34.5125198364258,20.2413520812988,17.8854885101318,14.3683404922485,12.6673402786255,12.3044052124023,11.2969417572021,10.3572387695313,11.6610765457153,10.9046726226807,10.6283159255981
Kabli - Balad Alsamahat,0.120402144204721,-21.080929,0.0956637,0.052211881902384,2427.84323080687,997.6931,-124.267654418945,79.8426513671875,-2.70359778404236,42.5725631713867,-3.62515687942505,19.3558139801025,-2.2160120010376,4.23482704162598,-2.06173372268677,2.71120429039001,-6.57241678237915,5.30560207366943,-5.46454238891602,53.1215591430664,20.0395431518555,11.3308601379395,13.0303430557251,8.80822086334229,7.83404779434204,8.03417301177979,7.45463991165161,6.70846652984619,7.01803731918335,6.79525232315064,6.76441144943237,7.42736339569092
Miten awsallu,0.075510503337848,-15.063628,0.22289994,0.044523237324936,2035.62630522543,883.16815,-125.184829711914,84.8113555908203,0.076596193015575,31.6814708709717,3.9500744342804,1.44916427135468,16.1997337341309,1.69733476638794,6.28480386734009,12.5770769119263,-7.35291242599487,8.036789894104,-2.50075197219849,65.5893020629883,28.4367904663086,29.6413288116455,19.431209564209,14.3335399627686,16.5413665771484,14.679874420166,13.3836393356323,13.3915281295776,11.518853187561,10.5123481750488,9.91654109954834,9.6714391708374
Ya Allah Matara,0.090003235052245,-16.209105,0.17155834,0.033511008737589,2194.00685549334,765.3322,-71.1282501220703,98.2675018310547,-5.9209885597229,11.4423656463623,1.74302423000336,3.30054616928101,-7.46628141403198,2.38609528541565,-9.9340295791626,4.10233211517334,-11.0248641967773,-2.86610889434814,-6.12429761886597,54.7514610290527,24.08420753479,19.2399196624756,16.4602546691895,15.9236726760864,11.5032987594605,10.5177440643311,9.43131446838379,15.1238059997559,8.51089477539063,8.85425472259522,7.7760763168335,7.78337097167969
Malk maai,0.110003114115712,-29.669504,0.035633035,0.044042726491319,2355.55726997367,809.2599,-215.773880004883,87.8529357910156,4.09438848495483,30.8064346313477,-13.1658639907837,9.41876888275147,-2.3642144203186,-6.03686428070068,-7.17039489746094,0.591681718826294,-10.1948556900024,0.593037903308868,-9.7625036239624,50.0777626037598,19.7649993896484,17.0325355529785,11.6638412475586,10.1095018386841,9.79573535919189,8.65007591247559,7.54160785675049,7.50610828399658,8.10936641693115,6.84288501739502,6.35277128219605,8.3128776550293
Heera,0.049332279169892,-23.42546,0.08040218,0.01302791100922,1059.08558761142,576.60913,-238.130096435547,163.804428100586,-28.3619995117187,22.5504169464111,-5.84685277938843,-5.79630994796753,-8.25191211700439,-9.34397697448731,-16.3726997375488,-8.71602916717529,-12.4790563583374,-9.29828357696533,-9.70480632781982,79.3395843505859,17.2206592559814,16.769157409668,15.3519945144653,10.4380674362183,7.80727195739746,7.78530073165894,11.2494516372681,8.44552326202393,8.05331230163574,7.35041522979736,5.76662349700928,6.09499597549439
Alshog llbalad,0.075623881337074,-21.20936,0.09610613,0.040106481038261,1873.88692159494,818.6004,-167.461380004883,104.732452392578,-26.9271850585937,21.3729953765869,-12.9530963897705,2.57350063323975,-12.0242576599121,-8.5110330581665,-11.3838520050049,-6.26603746414185,-13.7211532592773,-1.59295499324799,1.42611348628998,69.5719985961914,30.1289882659912,17.9562454223633,16.9093608856201,13.970009803772,14.6800899505615,11.0865087509155,11.3414964675903,10.4631690979004,7.9231448173523,9.01874923706055,7.78981065750122,9.44973754882813
Law kunti maaya,0.070227466500581,-18.590332,0.1332703,0.035857608842432,1848.95586493162,567.9882,-156.886566162109,96.0735626220703,5.44915103912354,35.5929489135742,3.12319159507751,11.9478616714478,-21.7975673675537,1.38232135772705,-12.7527570724487,-6.25714588165283,-11.0010795593262,-12.2686681747437,-12.3333415985107,50.1608657836914,18.7929134368896,15.9939184188843,13.3801259994507,11.5996446609497,11.0871334075928,8.01546955108643,8.45544815063477,9.752272605896,7.788893699646,8.1911096572876,9.99016857147217,11.1957120895386
Ghanna algomri ala alghoson,0.131065722958591,-24.572851,0.06845134,0.069321280992941,2699.3312372663,989.47516,-169.807174682617,68.7348098754883,1.36608290672302,28.4155406951904,-17.7181358337402,-3.83640003204346,1.23879885673523,-4.45295381546021,-15.6632404327393,-0.671578109264374,-8.21640872955322,-3.39347529411316,-8.56803607940674,57.8122901916504,22.7463626861572,22.7594032287598,17.6399173736572,15.5806589126587,13.3363761901855,13.3142566680908,10.3070116043091,11.3511037826538,10.0172748565674,8.63599491119385,9.55908393859863,7.8193678855896
